,lat,lng,members,cluster
188,1.299999952,103.8499985,1373,2
189,42.36000061,-71.05000305,204,2
190,37.40999985,-122.0800018,539,0
191,39.77000046,-86.11000061,807,0
192,51.52000046,-0.140000001,832,0
193,37.77999878,-122.2200012,247,0
194,30.17000008,-97.81999969,786,0
195,36.06999969,-86.73000336,559,0
196,40.74000168,-74.0,2212,0
197,47.50999832,19.07999992,4457,0
198,39.0,-77.09999847,5148,0
199,51.04999924,-114.0699997,363,2
200,27.95999908,-82.45999908,1017,0
201,33.72999954,-116.3700027,859,2
202,38.93999863,-77.34999847,719,0
203,51.24000168,-0.579999983,46,0
204,38.83000183,-104.8199997,563,2
205,42.36999893,-71.08999634,546,2
206,43.04999924,-87.90000153,1757,2
207,35.16999817,-80.84999847,979,0
208,37.77000046,-122.4100037,1685,0
209,34.11999893,-118.2900009,1921,2
210,-36.84999847,174.7599945,755,0
211,-36.84999847,174.7599945,1030,0
212,40.75999832,-73.98999786,1238,0
213,39.29000092,-76.62000275,888,2
214,33.97999954,-84.33000183,358,0
215,40.75999832,-74.41999817,826,0
216,37.29000092,-121.9000015,2670,2
217,39.95000076,-75.16000366,1011,0
218,39.75999832,-84.19000244,1311,2
219,39.75,-104.9899979,1257,0
220,52.36999893,4.889999866,3928,2
221,26.30999947,-80.13999939,356,0
222,-33.86999893,151.21000669999995,2050,0
223,40.74000168,-73.98999786,2077,2
224,41.90000153,-87.63999939,2845,2
225,35.81000137,-78.80000305,741,0
226,41.40000153,2.170000076,759,0
227,37.25,-121.7799988,396,0
228,30.27000046,-97.73999786,3444,0
229,29.70000076,-95.54000092,758,0
230,35.77000046,-78.63999939,2293,0
231,41.88999939,-88.30999756,685,0
232,40.74000168,-73.98999786,175,0
233,40.75,-73.98999786,3358,0
234,33.81999969,-117.8300018,256,0
235,33.77000046,-84.37999725,1060,2
236,42.38000107,-71.12999725,7899,0
237,40.95000076,-74.06999969,840,0
238,39.72999954,-104.9499969,631,0
239,-33.86999893,151.21000669999995,6349,0
240,30.32999992,-97.69999695,397,0
241,34.04999924,-118.3399963,594,0
242,59.90999985,10.75,1698,0
243,34.00999832,-118.4700012,5645,5
244,37.90000153,-122.0500031,3134,0
245,33.02999878,-97.06999969,3109,0
246,38.90999985,-77.04000092,1470,0
247,45.45000076,-75.69000244,1148,0
248,39.86999893,-86.11000061,1281,0
249,45.52000046,-122.6900024,2781,0
250,30.27000046,-97.73999786,5185,2
251,32.06999969,34.77000046,5566,2
252,42.65000153,-73.76000214,379,0
253,37.95000076,-122.0699997,60,0
254,43.08000183,-89.37999725,210,2
255,32.06999969,34.77000046,1349,0
256,47.61000061,-122.3000031,5675,5
257,47.61000061,-122.3300018,1483,0
258,35.18999863,-80.83000183,1610,0
259,45.52999878,-122.7099991,435,0
260,17.39999962,78.48000336,277,0
261,41.88999939,-87.63999939,1085,0
262,41.90000153,12.47999954,913,2
263,40.74000168,-73.98999786,873,0
264,37.54999924,-122.2699966,1663,0
265,37.77000046,-122.4400024,138,0
266,39.75,-104.9899979,1038,0
267,37.38999939,-122.0699997,1519,2
268,40.79999924,-77.83999634,111,0
269,40.70000076,-73.98999786,1213,5
270,29.70999908,-98.48000336,272,2
271,36.13999939,-86.73999786,920,2
272,51.52000046,-0.159999996,2401,0
273,42.31999969,-72.63999939,709,5
274,51.52000046,-0.100000001,1196,0
275,35.13000107,-85.26999664,220,2
276,39.0,-77.09999847,135,0
277,36.16999817,-115.1200027,409,2
278,38.56999969,-121.4700012,1144,0
279,37.38999939,-122.0699997,1066,0
280,-2.210000038,-79.90000153,910,0
281,40.74000168,-73.98999786,1325,2
282,35.59000015,-82.55999756,410,0
283,51.52000046,-0.100000001,1633,2
284,49.27999878,-123.1100006,2525,0
285,39.04000092,-94.58999634,662,2
286,39.90000153,-86.23000336,705,0
287,41.88000107,-87.63999939,3024,5
288,34.02999878,-118.4700012,2440,2
289,41.88999939,-87.62999725,591,0
290,49.29000092,-123.1100006,1233,0
291,37.33000183,-121.8899994,584,0
292,59.90999985,10.75,291,0
293,39.86999893,-86.11000061,775,5
294,33.83000183,-84.38999939,727,0
295,37.74000168,-122.4899979,1052,0
296,33.50999832,-112.0800018,438,0
297,38.90999985,-77.01999664,669,0
298,49.27999878,-123.1100006,576,0
299,39.15999985,-76.72000122,487,0
300,37.43999863,-122.1500015,9298,0
301,38.91999817,-77.04000092,3623,2
302,63.43999863,10.39999962,540,0
303,52.66999817,-8.630000114,570,2
304,36.16999817,-86.77999878,493,0
305,38.61000061,-90.20999908,77,0
306,37.40999985,-122.0800018,460,0
307,25.27000046,55.33000183,323,0
308,41.5,-81.63999939,837,0
309,32.72000122,-117.1699982,1233,0
310,37.43999863,-122.1900024,1003,2
311,40.75,-73.98000336,236,0
312,42.72999954,-84.55000305,832,2
313,40.75999832,-73.98999786,568,0
314,41.88000107,-87.63999939,1192,2
315,35.66999817,139.7700043,161,0
316,32.72000122,-117.1699982,542,0
317,38.90999985,-77.01999664,907,4
318,42.34999847,-71.05999756,17965,2
319,33.02000046,-96.73999786,573,0
320,40.72000122,-74.0,428,0
321,41.93999863,-87.65000153,1035,2
322,26.12000084,-80.12999725,191,0
323,35.88999939,-78.63999939,457,0
324,33.75,-84.38999939,1659,0
325,30.28000069,-81.58000183,731,2
326,51.52000046,-0.100000001,4583,0
327,1.299999952,103.8499985,792,4
328,41.40000153,2.170000076,2571,0
329,51.52000046,-0.100000001,6605,2
330,34.09999847,-118.3300018,574,2
331,37.43999863,-122.1500015,34263,0
332,37.68000031,-122.4800034,333,0
333,41.40000153,2.170000076,57,0
334,40.70000076,-74.01000214,50,0
335,42.36000061,-71.06999969,4257,0
336,37.77000046,-122.4000015,1117,0
337,45.5,-122.6900024,4032,0
338,33.5,-86.80000305,480,0
339,51.52000046,-0.100000001,1387,0
340,37.77000046,-122.4100037,5482,2
341,37.77000046,-122.4000015,1563,0
342,34.02999878,-118.4700012,177,2
343,39.04999924,-104.8199997,1095,2
344,32.86000061,-96.87000275,297,4
345,33.79000092,-84.34999847,3340,0
346,40.72999954,-73.98999786,1202,1
347,42.34000015,-71.05999756,2230,2
348,37.40999985,-122.1600037,913,0
349,44.97000122,-93.27999878,2665,0
350,42.34999847,-71.05999756,1045,0
351,36.99000168,-122.0599976,4186,0
352,40.47000122,-79.91999817,787,0
353,45.52000046,-122.6399994,2385,0
354,51.93000031,4.480000018999999,3482,0
355,53.33000183,-6.25,823,0
356,40.54999924,-105.1100006,983,0
357,33.97000122,-118.2399979,574,3
358,37.77000046,-122.4000015,739,2
359,38.90000153,-77.04000092,545,2
360,44.09999847,-121.2900009,739,0
361,40.72000122,-74.0,2582,1
362,33.90999985,-118.0100021,726,0
363,34.11000061,-118.2600021,2582,2
364,37.77000046,-122.4000015,1834,0
365,34.06000137,-118.4400024,2667,0
366,49.27000046,-123.0999985,3091,2
367,40.70999908,-74.01000214,1733,0
368,40.75,-73.98999786,1037,0
369,39.95000076,-75.13999939,1544,0
370,40.72000122,-74.0,1085,2
371,37.43999863,-122.1500015,436,0
372,42.33000183,-83.05000305,468,0
373,41.88999939,-87.62999725,596,0
374,37.79000092,-122.4000015,809,2
375,28.54000092,-81.37000275,358,0
376,37.79000092,-122.4000015,1386,0
377,42.99000168,-81.30999756,1126,0
378,37.41999817,-122.1299973,7636,2
379,37.79000092,-122.4100037,12990,2
380,39.70000076,-105.0800018,850,0
381,37.72000122,-77.58000183,394,0
382,33.99000168,-118.4300003,480,2
383,36.84999847,-76.29000092,401,0
384,33.79000092,-84.38999939,471,0
385,30.27000046,-97.73999786,808,2
386,38.45000076,-122.7600021,147,0
387,51.52000046,-0.100000001,424,0
388,40.79999924,-73.94999695,2320,0
389,32.72000122,-117.1699982,1540,0
390,28.11000061,-82.36000061,1582,0
391,32.70999908,-96.83999634,2049,0
392,37.40999985,-122.0800018,15284,0
393,32.31000137,-110.9199982,84,0
394,37.34999847,-122.0299988,845,0
395,38.61999893,-90.34999847,277,0
396,43.70999908,-79.40000153,408,0
397,32.97000122,-96.80000305,2940,0
398,40.77999878,-73.98000336,1901,0
399,30.27000046,-97.73999786,5003,0
400,40.75,-74.0,3338,0
401,37.79999924,-122.4000015,2172,2
402,32.06999969,34.77000046,5720,0
403,51.52000046,-0.100000001,514,0
404,40.70000076,-74.01000214,2197,2
405,51.52000046,-0.100000001,926,0
406,40.75,-73.98999786,6367,2
407,30.19000053,-81.48999786,2670,0
408,41.88000107,-87.76000214,889,2
409,35.84000015,-78.62999725,793,0
410,43.65000153,-79.40000153,1659,2
411,44.95999908,-93.19999695,377,0
412,41.93999863,-87.65000153,446,0
413,26.12000084,-80.12999725,1511,5
414,42.34000015,-71.08999634,1366,0
415,35.83000183,-78.83999634,1154,0
416,37.79000092,-122.4000015,954,0
417,38.59000015,-121.4000015,1235,2
418,33.79000092,-84.38999939,2821,0
419,37.77000046,-122.4000015,373,0
420,49.27999878,-123.1100006,1010,0
421,40.75,-73.98999786,2256,0
422,4.630000114,-74.08999634,3703,2
423,1.299999952,103.8499985,577,0
424,37.77000046,-122.4000015,3105,2
425,41.38000107,-81.66000366,151,0
426,37.34999847,-121.9599991,632,0
427,40.27999878,-76.62999725,1528,0
428,33.99000168,-118.4300003,370,0
429,40.75,-73.98999786,6168,0
430,4.059999943,9.710000037999999,576,0
431,40.72000122,-74.0,8,0
432,37.77000046,-122.4400024,10672,0
433,41.70000076,-73.91999817,530,0
434,27.95999908,-82.45999908,1582,2
435,40.72999954,-73.98999786,813,0
436,37.77000046,-122.4000015,2091,0
437,33.81000137,-117.9199982,108,0
438,40.70000076,-73.98999786,5053,3
439,49.27999878,-123.1200027,567,2
440,28.54000092,-81.37000275,247,0
441,40.36999893,-74.66999817,473,0
442,33.72000122,-117.9100037,1089,0
443,51.52000046,-0.100000001,17,0
444,33.45000076,-112.0800018,2306,2
445,52.22999954,5.179999828,1403,0
446,33.79000092,-84.34999847,568,0
447,39.75,-104.9899979,3928,5
448,37.79999924,-122.4100037,1604,0
449,39.75,-104.9899979,383,0
450,27.95999908,-82.45999908,696,0
451,41.86999893,-87.62999725,281,0
452,37.79999924,-122.4100037,5919,0
453,35.91999817,-78.87000275,414,0
454,40.70999908,-74.01000214,4172,0
455,35.22000122,-80.79000092,665,0
456,33.79000092,-84.34999847,1928,0
457,18.95999908,72.81999969,2283,0
458,22.27000046,114.1399994,630,2
459,51.04000092,-114.0599976,852,0
460,40.72000122,-74.0,5961,2
461,41.97000122,-87.90000153,1645,2
462,37.77000046,-122.4100037,1573,0
463,25.75,-80.26999664,350,0
464,53.56999969,-113.5,306,0
465,37.75,-122.4199982,4461,0
466,43.08000183,-89.37999725,1880,2
467,40.75,-73.98999786,187,0
468,45.49000168,-73.58000183,4793,2
469,29.94000053,-90.06999969,1325,2
470,35.77000046,-78.63999939,490,0
471,37.43999863,-122.1500015,995,0
472,45.49000168,-122.5100021,316,0
473,30.29000092,-97.76000214,1770,2
474,35.22999954,-80.83999634,1342,0
475,-27.45999908,153.0200043,747,0
476,48.45000076,-123.3700027,440,0
477,34.27999878,-77.81999969,561,0
478,35.77000046,-78.63999939,89,0
479,45.52999878,-73.55999756,322,0
480,34.06000137,-118.2799988,445,0
481,40.75999832,-73.98999786,2030,0
482,39.99000168,-83.04000092,6049,2
483,47.50999832,19.07999992,628,0
484,27.95999908,-82.45999908,899,0
485,33.45000076,-112.0699997,1277,0
486,14.61999989,120.9700012,1304,2
487,39.29000092,-76.62000275,347,2
488,32.06999969,34.77000046,1252,0
489,53.47999954,-2.25,2653,0
490,40.77999878,-73.98000336,1266,0
491,51.52000046,-0.109999999,7055,2
492,25.77000046,-80.19000244,536,0
493,40.36999893,-74.66999817,611,2
494,33.77000046,-84.33000183,3185,0
495,41.31000137,-72.91999817,1092,2
496,37.40999985,-122.0800018,2906,0
497,40.75,-73.98999786,988,0
498,37.79000092,-122.4000015,3281,0
499,38.88999939,-77.06999969,205,0
500,34.06000137,-118.4199982,1877,2
501,37.79999924,-122.4400024,370,0
502,37.45000076,-122.1299973,6779,2
503,40.75999832,-73.98999786,718,0
504,38.91999817,-77.04000092,1166,2
505,40.75999832,-73.98999786,2553,0
506,26.70999908,-80.05999756,1884,2
507,42.36999893,-71.09999847,2479,2
508,40.72000122,-74.0,2813,2
509,40.75999832,-73.98999786,79,0
510,38.90999985,-77.04000092,2180,0
511,43.45999908,-80.52999878,103,0
512,35.61999893,-105.9700012,625,2
513,41.88000107,-87.63999939,5122,2
514,1.299999952,103.8499985,80,0
515,37.77999878,-122.4199982,136,0
516,37.77000046,-122.4100037,751,0
517,-37.81000137,144.96000669999995,5295,0
518,25.78000069,-80.23999786,4115,2
519,41.88000107,-87.63999939,1187,0
520,21.59000015,-158.1000061,388,2
521,43.65000153,-79.37000275,403,0
522,37.40999985,-122.0800018,900,0
523,32.95000076,-117.2200012,1276,2
524,51.50999832,-0.129999995,871,2
525,50.93000031,5.340000153,87,0
526,40.72000122,-74.0,241,2
527,34.04999924,-118.3399963,770,0
528,40.72000122,-74.0,1548,2
529,40.72000122,-73.98999786,1873,0
530,44.43999863,26.10000038,2830,0
531,-33.86999893,151.21000669999995,2353,0
532,51.52000046,-0.100000001,1040,0
533,51.52000046,-0.09000000400000001,1811,2
534,40.74000168,-73.98999786,576,0
535,59.33000183,18.06999969,646,2
536,34.04999924,-118.2399979,1055,2
537,37.79999924,-122.4100037,594,0
538,45.47999954,-73.58999634,1870,0
539,43.09999847,-89.30999756,1601,2
540,47.61000061,-122.3000031,859,0
541,41.88000107,-87.63999939,320,2
542,37.68999863,-122.4400024,1252,2
543,43.02999878,-78.80000305,484,0
544,37.43999863,-122.1500015,1670,0
545,41.88999939,-87.62999725,1141,0
546,37.77000046,-122.4100037,6500,2
547,37.79999924,-122.4400024,437,0
548,37.79000092,-122.4000015,1240,2
549,39.99000168,-83.04000092,289,2
550,32.06999969,34.77000046,377,0
551,29.75,-95.47000122,1918,2
552,40.24000168,-76.93000031,870,2
553,34.02000046,-118.5,3443,2
554,36.99000168,-122.0599976,270,0
555,45.66999817,-111.0599976,1658,2
556,41.88000107,-87.62000275,816,0
557,39.95999908,-83.08000183,438,0
558,47.61999893,-122.1699982,346,0
559,52.52000046,13.38000011,731,2
560,48.86000061,2.339999914,4017,0
561,37.77000046,-122.4400024,2852,2
562,40.24000168,-74.04000092,772,0
563,39.72999954,-104.9499969,35,0
564,-27.45999908,153.0200043,304,0
565,42.36999893,-71.09999847,1540,1
566,37.77000046,-122.4100037,516,2
567,33.70999908,-117.7099991,326,2
568,34.29999924,-119.2900009,688,2
569,51.52000046,-0.100000001,8,0
570,52.36999893,4.889999866,717,2
571,43.04000092,-76.15000153,582,5
572,42.36999893,-71.08999634,3017,0
573,42.38000107,-71.12999725,490,0
574,45.41999817,-75.68000031,2578,0
575,53.74000168,-0.330000013,1184,0
576,42.41999817,-71.30999756,596,0
577,37.79000092,-122.4000015,190,0
578,37.79000092,-122.4199982,567,2
579,38.88000107,-77.13999939,3974,2
580,37.79000092,-122.4000015,358,0
581,37.77000046,-122.4000015,2622,0
582,55.95000076,-3.220000029,765,0
583,51.52000046,-0.100000001,5216,0
584,38.90999985,-77.06999969,3090,0
585,39.0,-77.44000244,347,0
586,41.91999817,-88.30000305,214,0
587,33.90999985,-117.4599991,586,0
588,39.27000046,-76.62999725,1022,2
589,37.75,-122.4199982,1657,0
590,40.72000122,-74.0,193,0
591,36.77000046,-76.08000183,825,0
592,51.52000046,-0.100000001,442,0
593,33.43999863,-112.0299988,2353,0
594,39.29000092,-76.62000275,942,2
595,47.61000061,-122.3300018,778,2
596,47.59999847,-122.3300018,900,0
597,34.06000137,-118.4400024,1850,0
598,36.08000183,-86.72000122,1304,0
599,37.86999893,-122.2699966,156,0
600,42.36999893,-71.08999634,273,0
601,34.00999832,-118.4700012,3933,5
602,32.95000076,-117.2200012,838,2
603,39.95000076,-75.16000366,676,0
604,39.97000122,-86.16000366,801,0
605,42.36000061,-71.05000305,5442,2
606,-36.84999847,174.7599945,547,0
607,42.31000137,-83.69999695,6585,0
608,39.97000122,-105.1500015,461,0
609,43.65000153,-79.40000153,3774,2
610,33.83000183,-84.38999939,3398,2
611,37.38999939,-122.0699997,2384,0
612,43.65000153,-79.38999939,3063,0
613,33.88000107,-84.33000183,4917,0
614,45.43000031,-75.69999695,903,2
615,41.88000107,-87.65000153,832,0
616,40.34999847,-74.06999969,907,0
617,40.72000122,-74.0,3399,0
618,37.43999863,-122.1500015,142,0
619,35.06000137,-80.80999756,271,0
620,37.40999985,-122.0800018,6258,0
621,37.40999985,-122.0800018,12918,0
622,37.40999985,-122.0800018,1840,0
623,37.81000137,-122.2699966,1225,0
624,51.52000046,-0.09000000400000001,1613,0
625,37.77000046,-122.4000015,1662,0
626,37.43999863,-122.1900024,114,2
627,33.95999908,-118.4000015,2338,2
628,33.97000122,-118.2399979,669,2
629,37.77000046,-122.4100037,6044,2
630,51.52000046,-0.100000001,95,5
631,49.25999832,-123.0999985,1156,0
632,35.20999908,-80.86000061,421,0
633,40.75,-73.97000122,406,0
634,41.88999939,-87.63999939,1187,0
635,30.27000046,-97.73999786,576,0
636,37.77000046,-122.4100037,1056,2
637,42.33000183,-83.05000305,581,0
638,25.27000046,55.33000183,869,0
639,29.71999931,-95.22000122,670,0
640,40.75999832,-73.98999786,1697,0
641,37.40999985,-122.0800018,632,0
642,40.79999924,-73.97000122,4175,0
643,38.90000153,-77.04000092,2886,2
644,29.70000076,-95.54000092,479,0
645,41.70000076,-88.08000183,499,2
646,40.72000122,-74.0,474,2
647,38.0,-78.45999908,421,0
648,40.75,-73.98000336,4181,2
649,41.50999832,-81.63999939,910,0
650,40.72999954,-74.01000214,9669,1
651,47.65999985,-122.2900009,1772,0
652,45.43999863,-75.69000244,1615,0
653,41.40000153,2.170000076,148,2
654,52.36999893,4.889999866,128,0
655,42.38000107,-71.12999725,689,0
656,39.0,-77.09999847,1668,0
657,-33.86999893,151.21000669999995,479,0
658,41.99000168,-87.80999756,948,0
659,30.19000053,-81.48999786,586,0
660,47.50999832,19.07999992,1860,2
661,41.79000092,-88.16999817,2401,0
662,34.02000046,-118.5,1713,1
663,43.65999985,-79.40000153,462,0
664,36.16999817,-115.1200027,2826,0
665,38.25999832,-85.75,1462,2
666,47.50999832,19.07999992,683,2
667,51.45999908,-0.209999993,991,0
668,55.61000061,13.02000046,263,2
669,35.47000122,-97.51999664,784,0
670,60.16999817,24.94000053,377,0
671,39.97000122,-83.0,1469,0
672,26.12000084,-80.12999725,359,2
673,39.70999908,-105.0699997,613,0
674,32.72000122,-117.1699982,871,0
675,33.65000153,-117.8199997,363,2
676,34.02999878,-84.58000183,689,0
677,40.04999924,-105.2099991,362,0
678,40.04000092,-105.3099976,1395,2
679,40.56999969,-111.9700012,783,0
680,35.88999939,-78.63999939,970,0
681,57.72000122,12.01000023,313,0
682,40.75,-73.98000336,4276,2
683,37.86999893,-122.5299988,5,0
684,37.77000046,-122.4100037,203,0
685,40.75999832,-73.98999786,864,0
686,33.79000092,-84.34999847,1153,5
687,48.86000061,2.339999914,461,1
688,41.04999924,-73.54000092,449,2
689,34.41999817,-119.7099991,271,2
690,40.70999908,-74.01000214,373,0
691,36.18000031,-86.73999786,889,0
692,39.15999985,-76.72000122,752,2
693,34.04000092,-118.2699966,545,1
694,40.75999832,-73.98999786,2417,0
695,41.43999863,-81.55000305,200,0
696,40.74000168,-73.98999786,2503,0
697,49.27000046,-123.1500015,2458,0
698,37.77000046,-122.4100037,5551,5
699,37.43999863,-122.1500015,2260,0
700,47.61000061,-122.3300018,225,0
701,-36.84999847,174.7599945,320,0
702,43.65000153,-79.37999725,180,0
703,41.88000107,-87.62000275,1622,0
704,-27.45999908,153.0200043,824,0
705,40.75999832,-73.98999786,111,0
706,42.34999847,-83.08999634,492,2
707,33.79000092,-84.38999939,2130,1
708,38.93999863,-77.34999847,508,0
709,37.79000092,-122.4199982,147,0
710,44.77000046,-85.69999695,180,2
711,34.08000183,-118.4899979,1066,2
712,40.75999832,-73.97000122,1016,2
713,49.29000092,-123.1200027,2165,2
714,59.90999985,10.75,315,0
715,32.79999924,-96.79000092,694,2
716,32.83000183,-96.76999664,516,2
717,-27.45999908,153.0200043,595,0
718,43.68999863,-70.29000092,269,0
719,-33.86999893,151.21000669999995,92,2
720,40.75,-73.98000336,596,2
721,52.97000122,-1.179999948,1007,0
722,40.72000122,-73.98000336,565,0
723,41.88999939,-87.62999725,1716,0
724,37.79000092,-122.4199982,4367,0
725,40.72999954,-73.98999786,422,0
