,lat,lng,members,cluster
8430,51.52000046,-0.140000001,256,0
8431,-27.45999908,153.0200043,662,0
8432,35.66999817,51.43000031,1610,3
8433,40.75,-73.98999786,612,2
8434,49.27999878,-123.1399994,5485,2
8435,30.37999916,-97.70999908,1390,0
8436,47.41999817,-122.4499969,46,2
8437,42.36999893,-71.06999969,4501,2
8438,40.75999832,-73.98999786,983,2
8439,45.5,-122.6900024,377,1
8440,12.30000019,76.63999939,453,2
8441,30.05999947,31.25,170,0
8442,50.25999832,19.02000046,96,0
8443,47.50999832,19.07999992,124,0
8444,52.52000046,13.38000011,472,1
8445,40.75,-73.98000336,4635,1
8446,44.43999863,26.10000038,219,2
8447,50.83000183,4.329999924,315,2
8448,-33.86999893,151.21000669999995,745,2
8449,29.76000023,-95.36000061,472,2
8450,26.62999916,-81.87000275,416,3
8451,32.75999832,-117.1200027,396,0
8452,-8.079999924,-34.91999817,521,2
8453,37.75999832,-122.4400024,625,0
8454,37.79000092,-122.4000015,369,0
8455,47.38000107,8.539999962000001,148,5
8456,-33.86999893,151.21000669999995,1122,2
8457,50.83000183,4.329999924,98,1
8458,42.25,-71.06999969,59,0
8459,55.68000031,12.56999969,1314,0
8460,18.95999908,72.81999969,2923,0
8461,57.72000122,12.01000023,263,2
8462,33.70000076,-117.8199997,245,0
8463,50.83000183,4.329999924,67,0
8464,34.15000153,-118.1399994,1575,0
8465,33.75999832,-84.40000153,454,0
8466,32.84999847,-117.2099991,891,1
8467,40.63999939,22.94000053,1075,2
8468,12.97000027,77.55999756,481,0
8469,48.13999939,11.57999992,720,1
8470,43.08000183,-89.37999725,570,0
8471,33.93999863,-84.61000061,300,0
8472,35.13000107,-84.87000275,330,0
8473,51.52000046,-0.09000000400000001,224,2
8474,40.50999832,-111.8700027,1555,2
8475,28.10000038,-15.43000031,50,1
8476,35.77000046,-78.63999939,248,0
8477,48.45000076,35.04000092,161,0
8478,6.449999809,3.470000029,1305,0
8479,-37.81000137,144.96000669999995,1844,0
8480,40.75999832,-111.9000015,1902,2
8481,34.04000092,-118.4199982,2817,2
8482,32.88999939,-117.1999969,92,0
8483,52.40000153,9.729999542,290,0
8484,-6.179999828,106.8300018,1257,0
8485,47.45000076,-122.2699966,420,0
8486,54.59999847,-5.929999828,295,0
8487,37.77000046,-122.4100037,2737,5
8488,31.22999954,121.4700012,667,1
8489,12.97000027,77.55999756,787,1
8490,42.27000046,-83.80999756,110,0
8491,41.88999939,-87.62000275,290,2
8492,43.45999908,-80.51999664,1318,2
8493,40.41999817,-3.710000038,472,0
8494,31.78000069,35.22000122,238,2
8495,32.06999969,34.77000046,1679,2
8496,50.95000076,6.96999979,1764,0
8497,43.65000153,-79.37999725,220,1
8498,41.00999832,-76.44999695,199,0
8499,35.75,-78.72000122,283,0
8500,52.63000107,1.299999952,1131,5
8501,34.08000183,-84.19999695,6,0
8502,40.41999817,-79.98000336,788,2
8503,32.77999878,-79.94000244,215,3
8504,47.61999893,-122.2099991,2700,1
8505,-33.86999893,151.21000669999995,1717,0
8506,22.56999969,88.36000061,331,0
8507,59.43999863,24.73999977,336,0
8508,50.83000183,4.329999924,2129,2
8509,51.50999832,-0.079999998,368,2
8510,38.72000122,-9.140000342999999,571,5
8511,48.86000061,2.339999914,265,2
8512,51.45000076,-2.579999924,1399,2
8513,47.65999985,9.479999542,129,0
8514,32.88000107,-96.75,559,2
8515,40.75,-73.98999786,997,0
8516,39.77000046,-86.11000061,73,1
8517,50.08000183,14.43000031,595,0
8518,18.53000069,73.83999634,1275,1
8519,42.36999893,-83.08000183,88,1
8520,42.47000122,-83.29000092,1060,2
8521,37.79000092,-122.4000015,513,0
8522,43.06000137,-89.38999939,124,1
8523,25.27000046,55.33000183,222,2
8524,-37.81000137,144.96000669999995,5165,2
8525,41.97000122,-91.66000366,334,2
8526,-37.81000137,144.96000669999995,336,0
8527,-37.81000137,144.96000669999995,1151,0
8528,-27.45999908,153.0200043,169,0
8529,51.52000046,-0.109999999,1874,1
8530,50.72999954,-3.529999971,191,1
8531,52.52000046,13.38000011,1906,2
8532,51.52000046,-0.100000001,1405,0
8533,34.06999969,-118.3499985,3581,2
8534,25.77000046,-80.19999695,1312,2
8535,32.81000137,-96.87999725,1223,2
8536,43.08000183,-87.87999725,812,2
8537,40.36000061,-75.0,422,2
8538,37.43999863,-122.1500015,210,2
8539,41.65000153,-83.55000305,384,2
8540,39.22000122,-94.73000336,773,2
8541,37.79000092,-122.4000015,530,0
8542,53.54999924,10.0,2478,2
8543,1.299999952,103.8499985,4158,2
8544,39.04999924,-77.12000275,193,4
8545,54.59999847,-5.929999828,477,2
8546,38.63999939,-121.5199966,34,0
8547,43.63999939,-79.40000153,3035,2
8548,-41.27999878,174.77999880000004,578,0
8549,40.74000168,-73.98999786,184,0
8550,-33.93000031,18.45999908,512,2
8551,37.27000046,-76.70999908,249,0
8552,53.54999924,10.0,233,0
8553,-33.45999908,-70.63999939,340,2
8554,28.67000008,77.20999908,816,2
8555,33.70999908,-117.7099991,452,2
8556,51.70000076,5.309999943,183,0
8557,51.52000046,-0.150000006,135,0
8558,40.41999817,-3.710000038,670,0
8559,-33.86999893,151.21000669999995,796,4
8560,48.15999985,17.12999916,387,2
8561,45.79999924,15.97000027,593,3
8562,30.27000046,-97.73999786,2403,2
8563,53.79000092,-78.87999725,9,0
8564,48.22000122,16.37000084,1310,2
8565,41.40000153,2.170000076,20,2
8566,50.63999939,3.069999933,453,0
8567,40.75999832,-111.8399963,360,2
8568,38.90999985,-76.98999786,326,2
8569,53.47999954,-2.24000001,293,2
8570,31.22999954,121.4700012,195,2
8571,17.39999962,78.48000336,426,2
8572,35.70999908,-78.66000366,223,2
8573,51.75,-1.25999999,251,2
8574,37.52000046,-121.9300003,238,0
8575,40.00999832,-83.01999664,238,2
8576,52.47999954,-1.899999976,320,5
8577,38.72000122,-9.140000342999999,565,0
8578,28.10000038,-15.43000031,450,0
8579,38.91999817,-77.04000092,2634,1
8580,51.54999924,46.0,533,2
8581,47.50999832,19.07999992,744,5
8582,37.31000137,-122.0400009,62,2
8583,51.47000122,7.0,49,0
8584,39.77000046,-86.11000061,252,2
8585,43.15000153,-87.91000366,223,0
8586,41.06999969,-85.15000153,379,2
8587,48.43999863,-123.3499985,72,0
8588,52.20999908,0.159999996,486,0
8589,37.79000092,-122.4000015,466,1
8590,55.95999908,-3.210000038,66,0
8591,42.45000076,-71.23000336,145,0
8592,38.63000107,-90.20999908,155,0
8593,-34.61000061,-58.36999893,391,2
8594,53.22999954,6.570000172,56,2
8595,42.36999893,-71.09999847,869,4
8596,37.43999863,-121.8899994,22,2
8597,18.53000069,73.83999634,2056,0
8598,42.68999863,23.30999947,135,1
8599,51.90000153,-8.470000267,590,0
8600,26.06999969,-80.22000122,1324,2
8601,37.41999817,-122.1600037,685,0
8602,51.52999878,-0.119999997,57,0
8603,44.83000183,20.5,1226,0
8604,48.22000122,16.37000084,329,2
8605,37.79000092,-122.4000015,1275,2
8606,48.13999939,11.57999992,286,0
8607,52.36999893,4.889999866,338,0
8608,38.95999908,-94.68000031,800,2
8609,27.77000046,-82.63999939,1232,0
8610,48.79000092,9.18999958,65,0
8611,51.77999878,-1.269999981,28,0
8612,43.47999954,-80.5,190,2
8613,51.52000046,-0.09000000400000001,1105,2
8614,-41.27999878,174.77999880000004,345,0
8615,40.04000092,-105.3099976,786,2
8616,49.88999939,-97.13999939,595,5
8617,12.97000027,77.55999756,38,0
8618,32.06999969,34.77000046,317,2
8619,49.27999878,-123.0899963,599,0
8620,16.30999947,80.44000244,27,0
8621,9.319999695,123.3099976,75,2
8622,28.67000008,77.20999908,167,2
8623,37.40000153,-5.9800000189999984,970,2
8624,52.52000046,13.38000011,434,2
8625,18.95999908,72.81999969,3421,0
8626,43.70000076,7.2699999810000016,109,2
8627,39.75,-104.9899979,2757,2
8628,51.50999832,-0.109999999,1012,2
8629,35.20000076,-106.6399994,237,0
8630,59.90999985,10.75,310,2
8631,37.70000076,-97.31999969,196,2
8632,37.75999832,-122.4400024,853,2
8633,53.33000183,-6.25,346,0
8634,-33.86999893,151.21000669999995,2037,2
8635,22.27000046,114.1399994,73,0
8636,33.50999832,-112.0699997,1341,1
8637,51.72000122,8.739999771,26,0
8638,51.24000168,6.789999962,107,0
8639,55.95000076,-3.1700000760000004,81,0
8640,52.36999893,4.889999866,380,0
8641,37.61999893,-77.5,370,0
8642,41.90000153,-87.63999939,680,2
8643,40.75,-73.97000122,1708,2
8644,28.79000092,-81.30000305,128,0
8645,38.90999985,-77.01999664,117,0
8646,39.0,-77.44000244,828,0
8647,38.72000122,-9.140000342999999,218,0
8648,43.74000168,-79.36000061,205,0
8649,51.75,-1.25999999,1370,5
8650,-23.53000069,-46.63000107,599,0
8651,59.33000183,18.06999969,275,0
8652,51.52999878,-0.079999998,232,0
8653,43.15000153,-89.41000366,234,5
8654,39.08000183,-94.58000183,113,0
8655,47.59999847,-122.3300018,1481,2
8656,-33.45999908,-70.63999939,64,0
8657,51.11000061,-114.0800018,32,0
8658,51.00999832,-3.109999895,219,2
8659,38.93000031,-77.02999878,179,0
8660,51.45000076,-2.599999905,1147,0
8661,59.90999985,10.75,243,0
8662,48.13999939,11.57999992,111,0
8663,33.97000122,-118.2399979,106,1
8664,40.04000092,-105.3099976,783,0
8665,9.029999733,38.74000168,100,2
8666,35.45999908,-97.40000153,224,4
8667,42.99000168,-71.47000122,81,0
8668,36.02000046,-115.1500015,617,3
8669,41.86999893,-87.62999725,1934,2
8670,52.36999893,4.889999866,937,0
8671,48.22000122,16.37000084,509,0
8672,51.49000168,-0.219999999,1414,0
8673,51.52000046,-0.100000001,1712,2
8674,6.25,-75.58999634,749,0
8675,51.50999832,-0.07,6334,0
8676,48.86000061,2.339999914,336,0
8677,37.79999924,-122.4000015,243,0
8678,39.47999954,-0.389999986,715,2
8679,38.68000031,-121.1600037,1177,0
8680,37.40000153,-5.9800000189999984,383,0
8681,54.59999847,-5.929999828,122,1
8682,33.52999878,-7.579999924,1278,0
8683,40.72000122,-74.0,166,0
8684,40.70000076,-74.41000366,567,2
8685,12.97000027,77.55999756,2342,0
8686,37.40999985,-122.0800018,901,2
8687,43.0,-81.16999817,363,2
8688,41.08000183,-81.51999664,224,2
8689,38.90999985,-77.01999664,171,1
8690,32.86000061,-97.22000122,326,2
8691,51.25,-0.579999983,555,0
8692,41.88999939,-87.62000275,1313,0
8693,42.36999893,-71.05000305,373,1
8694,40.75999832,-73.98999786,213,0
8695,44.83000183,20.5,279,2
8696,-26.19000053,28.04000092,456,2
8697,53.54999924,-113.5,114,0
8698,36.0,-78.90000153,321,1
8699,43.04999924,-87.90000153,85,0
8700,33.43999863,-84.18000031,671,2
8701,59.90999985,10.75,492,0
8702,52.52000046,13.38000011,5899,0
8703,-2.900000095,-79.01000214,261,2
8704,40.72000122,-74.0,368,2
8705,46.95000076,7.440000057000001,283,2
8706,12.17000008,-68.98999786,149,3
8707,45.45999908,9.18999958,243,0
8708,51.77000046,-1.25999999,609,0
8709,37.52000046,-121.9300003,1198,0
8710,40.09999847,-74.93000031,194,0
8711,18.95999908,72.81999969,2229,2
8712,17.39999962,78.48000336,77,0
8713,59.33000183,18.06999969,26,0
8714,36.52999878,-6.289999962,335,0
8715,40.41999817,-3.710000038,43,0
8716,32.95999908,-96.83000183,706,0
8717,35.79000092,-78.65000153,145,0
8718,51.88999939,-0.370000005,119,0
8719,12.97000027,77.55999756,486,0
8720,12.97000027,77.55999756,298,0
8721,51.52000046,-0.09000000400000001,158,0
8722,1.299999952,103.8499985,889,2
8723,51.50999832,-0.119999997,313,0
8724,45.43999863,12.32999992,273,0
8725,51.22000122,4.420000076,141,2
8726,32.84999847,-117.2099991,1130,2
8727,48.11000061,-1.679999948,863,0
8728,39.93000031,116.4000015,1565,0
8729,36.59000015,-121.8499985,306,2
8730,50.84999847,5.690000057000001,176,0
8731,53.33000183,-6.25,2262,0
8732,39.97000122,-75.16999817,734,0
8733,32.06999969,34.77000046,702,0
8734,37.79000092,-122.4000015,125,5
8735,43.65000153,-79.38999939,2555,2
8736,33.70999908,-117.7099991,57,0
8737,42.36999893,-71.09999847,2135,2
8738,37.77000046,-122.4000015,3382,2
8739,37.40999985,-122.0800018,539,0
8740,53.38000107,-1.480000019,261,0
8741,59.43999863,24.73999977,142,0
8742,-34.61000061,-58.36999893,170,0
8743,42.36999893,-71.08999634,185,0
8744,41.40000153,2.170000076,657,0
8745,46.20999908,6.139999866,253,0
8746,43.65999985,-79.40000153,2316,2
8747,47.61000061,-122.3300018,1000,0
8748,40.79000092,-73.98000336,4074,1
8749,37.40000153,-122.0100021,37,0
8750,37.40999985,-122.0800018,3433,0
8751,28.54000092,-81.37000275,1934,2
8752,46.06000137,14.51000023,150,0
8753,37.43999863,-122.1500015,86,2
8754,37.34999847,-121.9599991,3831,0
8755,37.43999863,-122.1500015,76,0
8756,50.06000137,19.95999908,2824,0
8757,-31.95999908,115.8399963,48,2
8758,41.40000153,2.170000076,459,1
8759,53.54999924,10.0,1391,2
8760,51.06999969,3.099999905,391,2
8761,47.38000107,8.539999962000001,3489,1
8762,48.22000122,16.37000084,687,0
8763,52.36999893,4.889999866,81,2
8764,48.13999939,11.57999992,1447,0
8765,41.88000107,-87.63999939,1502,2
8766,43.65000153,-79.40000153,798,2
8767,48.13999939,11.57999992,1351,2
8768,26.06999969,-80.22000122,422,2
8769,35.15000153,-80.93000031,428,2
8770,47.61000061,-122.3300018,815,2
8771,43.08000183,-89.37999725,38,0
8772,41.91999817,-87.65000153,392,1
8773,-19.92000008,-43.93999863,514,2
8774,47.79000092,-122.2200012,399,2
8775,54.97000122,-1.610000014,1380,0
8776,16.70000076,74.22000122,152,0
8777,51.45000076,-0.07,1699,0
8778,41.25999832,-95.93000031,365,2
8779,12.97000027,77.55999756,474,0
8780,32.06999969,34.77000046,22,2
8781,40.75,-73.98999786,1699,0
8782,17.39999962,78.48000336,7305,2
8783,39.95000076,-75.13999939,138,1
8784,40.75999832,-73.98999786,467,1
8785,37.38000107,-122.0800018,1953,1
8786,24.64999962,46.77000046,680,2
8787,38.93000031,-104.8499985,203,2
8788,33.70999908,-84.52999878,745,0
8789,43.65000153,-79.38999939,2085,2
8790,50.06000137,19.95999908,331,5
8791,-27.45999908,153.0200043,247,0
8792,12.97000027,77.55999756,128,0
8793,22.27000046,114.1399994,1155,0
8794,41.88999939,-87.63999939,652,0
8795,19.43000031,-99.13999939,1120,0
8796,40.41999817,-3.710000038,17,0
8797,47.65000153,-122.3000031,615,5
8798,-27.45999908,153.0200043,94,2
8799,52.36999893,4.889999866,179,2
8800,51.52000046,-0.09000000400000001,107,1
8801,48.86000061,2.339999914,2367,0
8802,36.06000137,-95.94000244,515,0
8803,49.29000092,-123.1399994,471,0
8804,-34.86999893,-56.16999817,341,0
8805,48.11000061,-1.679999948,866,2
8806,48.11000061,-1.679999948,804,0
8807,42.74000168,-73.61000061,299,2
8808,45.52999878,-73.59999847,6891,2
8809,40.43000031,-80.05000305,133,2
8810,4.630000114,-74.08999634,3362,2
8811,-37.81000137,144.96000669999995,467,2
8812,-33.93000031,18.45999908,367,1
8813,37.79000092,-122.4000015,27,5
8814,48.13999939,11.57999992,344,2
8815,39.97000122,-83.0,1032,5
8816,52.25999832,21.02000046,751,0
8817,55.68000031,12.56999969,633,5
8818,28.67000008,77.20999908,1579,0
8819,6.25,-75.58999634,852,2
8820,51.50999832,-0.140000001,78,0
8821,9.930000305,-84.05000305,481,2
8822,47.58000183,-122.3300018,154,0
8823,33.70999908,-117.7099991,713,2
8824,43.47000122,-110.7699966,154,2
8825,37.34999847,-122.0299988,139,0
8826,-19.92000008,-43.93999863,44,2
8827,55.68000031,12.56999969,465,0
8828,-37.81000137,144.96000669999995,314,0
8829,17.97999954,-76.80000305,153,2
8830,45.40000153,11.27000046,185,0
8831,1.299999952,103.8499985,829,0
8832,41.90000153,12.47999954,268,0
8833,3.4200000760000004,-76.51000214,345,0
8834,18.53000069,73.83999634,2955,0
8835,38.58000183,-121.4899979,188,1
8836,40.81999969,-96.77999878,14,2
8837,4.630000114,-74.08999634,519,0
8838,37.90000153,-122.0500031,39,2
8839,41.88000107,-87.63999939,1431,5
8840,36.72000122,-4.420000076,845,0
8841,53.79000092,-1.5399999619999998,1154,0
8842,37.34999847,-121.9599991,187,0
8843,52.47999954,-1.899999976,204,2
8844,30.35000038,-97.66000366,320,2
8845,47.63000107,-122.3399963,1162,2
8846,19.43000031,-99.13999939,33,0
8847,-37.81000137,144.96000669999995,1757,0
8848,40.75999832,-73.98999786,884,0
8849,32.72000122,-117.1699982,316,0
8850,44.72999954,-63.66999817,173,2
8851,10.31999969,123.9000015,888,0
8852,55.68000031,12.56999969,536,0
8853,13.09000015,80.26999664,1962,2
8854,47.38000107,8.539999962000001,851,0
8855,51.52999878,-0.079999998,33,3
8856,51.5,-0.180000007,1224,2
8857,42.36000061,-71.06999969,162,0
8858,51.52000046,-0.100000001,2973,1
8859,40.41999817,-3.710000038,2014,1
8860,34.18999863,-118.1399994,37,0
8861,48.86000061,2.339999914,345,2
8862,-36.84999847,174.7599945,25,0
8863,45.5,-122.6900024,1670,0
8864,43.04999924,-87.90000153,1073,1
8865,40.72000122,-74.01000214,1765,2
8866,26.40999985,-80.16999817,32,0
8867,40.58000183,-75.52999878,362,2
8868,42.36000061,-71.06999969,3280,2
8869,45.52000046,-122.6699982,212,0
8870,50.11999893,8.680000305,30,0
8871,40.63999939,-74.01999664,724,2
8872,40.41999817,-3.710000038,511,0
8873,43.18000031,-79.25,181,3
8874,37.40999985,-122.0800018,292,0
8875,41.50999832,-81.68000031,18,0
8876,41.77000046,-72.66999817,332,0
8877,51.5,-0.02,69,1
8878,38.93000031,-77.26000214,296,0
8879,19.43000031,-99.13999939,152,1
8880,33.02000046,-96.73999786,1530,0
8881,37.40999985,-121.9499969,3027,1
8882,36.09000015,-115.1399994,265,0
8883,37.77000046,-122.4100037,353,2
8884,-41.27999878,174.77999880000004,523,2
8885,6.929999828,79.84999847,681,2
8886,48.86000061,2.339999914,1827,1
8887,51.41999817,-0.079999998,116,2
8888,52.25999832,21.02000046,391,0
8889,40.36000061,-75.0,467,2
8890,33.0,-96.77999878,1527,2
8891,45.5,-73.56999969,715,0
8892,48.13999939,11.57999992,193,0
8893,-34.86999893,-56.16999817,618,0
8894,34.02999878,-118.3499985,3031,1
8895,40.75,-73.97000122,1236,2
8896,55.75,37.61999893,320,0
8897,55.86000061,-4.260000229,157,2
8898,40.90999985,-73.12999725,158,1
8899,50.06000137,19.95999908,2785,2
8900,28.60000038,-81.30000305,299,2
8901,44.22999954,-76.48000336,471,2
8902,49.25999832,-123.1699982,189,2
8903,52.52000046,13.38000011,903,2
8904,57.72000122,12.01000023,147,0
8905,1.299999952,103.8499985,3875,1
8906,29.45999908,-98.66999817,642,0
8907,40.75,-73.98999786,1026,2
8908,-37.81000137,144.96000669999995,2912,1
8909,25.94000053,-80.13999939,307,4
8910,40.45000076,-79.98000336,293,0
8911,48.22000122,16.37000084,313,2
8912,-33.86999893,151.21000669999995,788,0
8913,38.63000107,-90.19000244,391,0
8914,-23.53000069,-46.63000107,279,2
8915,13.09000015,80.26999664,2874,0
8916,39.70000076,-104.9599991,154,0
8917,40.70000076,-74.01000214,2141,5
8918,-36.84999847,174.7599945,1361,2
8919,-33.93000031,18.45999908,545,0
8920,39.95999908,-75.19999695,1955,0
8921,51.52000046,-0.09000000400000001,672,2
8922,37.38000107,-122.0800018,386,0
8923,-33.93000031,18.45999908,263,2
8924,-27.45999908,153.0200043,558,0
8925,38.43000031,27.14999962,472,2
8926,37.40999985,-122.0800018,684,5
8927,-33.86999893,151.21000669999995,620,1
8928,31.55999947,74.34999847,3366,0
8929,10.31999969,123.9000015,470,5
8930,-34.86999893,-56.16999817,227,0
8931,43.88000107,11.10000038,225,2
8932,-22.90999985,-43.20000076,1870,0
8933,53.66999817,23.82999992,57,0
8934,51.45000076,-2.599999905,172,0
8935,34.15000153,-118.3700027,906,0
8936,47.50999832,19.07999992,1723,0
8937,37.77000046,-122.4000015,283,0
8938,-27.45999908,153.0200043,539,0
8939,37.34999847,-121.9800034,827,0
8940,37.77000046,-122.4100037,292,2
8941,43.63999939,-79.43000031,3406,2
8942,59.33000183,18.06999969,197,0
8943,-34.61000061,-58.36999893,640,2
8944,48.79000092,9.18999958,83,2
8945,36.0,-78.90000153,607,2
8946,40.75999832,-73.98999786,391,0
8947,18.53000069,73.83999634,947,0
8948,40.43000031,-74.41000366,260,5
8949,53.54999924,10.0,1296,1
8950,-37.81000137,144.96000669999995,92,2
8951,33.70999908,-117.7099991,964,0
8952,38.29999924,-77.48999786,310,0
8953,41.00999832,28.95999908,2102,2
8954,43.59000015,-79.63999939,541,1
8955,35.77000046,-78.63999939,163,0
8956,34.00999832,-118.3899994,1941,2
8957,41.79000092,-88.16999817,537,0
8958,38.58000183,-121.5100021,853,2
8959,49.02000046,12.10999966,53,2
8960,-22.90999985,-43.20000076,33,2
8961,51.56999969,5.070000172,252,0
8962,53.79999924,-1.5499999519999998,597,2
8963,52.25999832,21.02000046,88,2
8964,40.75,-73.98999786,1949,1
8965,12.97000027,77.55999756,157,2
8966,43.65999985,-79.43000031,654,0
8967,31.89999962,35.20000076,187,2
8968,-35.31000137,149.13000490000005,114,2
8969,56.45999908,-2.980000019,116,0
8970,32.93000031,-96.79000092,1948,0
8971,43.52999878,5.440000057000001,809,2
8972,40.70999908,-74.01000214,4105,2
8973,35.11999893,-80.76000214,14,0
8974,48.13999939,11.57999992,544,2
8975,45.45999908,9.18999958,57,0
8976,52.52000046,13.38000011,1566,2
8977,25.78000069,-80.19000244,358,0
8978,39.70000076,-105.0800018,925,1
8979,37.75,-122.4199982,495,2
8980,48.86000061,2.339999914,262,0
8981,6.25,-75.58999634,206,2
8982,41.04999924,-73.54000092,102,3
8983,40.97999954,-74.11000061,78,2
8984,-34.86999893,-56.16999817,642,0
8985,37.41999817,-122.1299973,323,2
8986,33.70999908,-117.7099991,358,0
8987,42.79000092,-71.22000122,209,2
8988,37.41999817,-122.1299973,6732,5
8989,53.47999954,-2.24000001,83,0
8990,34.11999893,-84.30000305,343,1
8991,1.299999952,103.8499985,76,0
8992,1.299999952,103.8499985,112,2
8993,12.97000027,77.55999756,1275,0
8994,10.77999973,106.6900024,1267,0
8995,59.90999985,10.75,332,0
8996,39.86000061,-4.03000021,128,2
8997,43.70000076,7.2699999810000016,510,0
8998,39.90000153,-86.06999969,309,2
8999,52.36999893,4.889999866,1946,2
9000,1.299999952,103.8499985,207,2
9001,63.43999863,10.39999962,241,0
9002,46.20999908,6.139999866,132,0
9003,18.95999908,72.81999969,300,2
9004,51.50999832,-0.07,583,0
9005,41.81000137,-88.01999664,374,4
9006,51.45000076,-2.599999905,175,0
9007,19.43000031,-99.13999939,767,0
9008,41.88000107,-87.63999939,170,2
9009,37.34999847,-121.9599991,520,2
9010,34.08000183,-118.3099976,142,2
9011,37.79999924,-122.4400024,913,2
9012,30.45000076,-97.98000336,13,0
9013,43.61000061,3.869999886,199,0
9014,52.52000046,13.38000011,88,2
9015,52.36999893,4.889999866,1399,1
9016,22.27000046,114.1399994,166,0
9017,49.27999878,-123.1200027,357,2
9018,39.38000107,-119.75,278,2
9019,50.11999893,8.680000305,266,2
9020,48.86000061,2.339999914,1473,3
9021,30.47999954,-84.31999969,340,2
9022,35.66999817,139.7700043,29,0
9023,44.83000183,20.5,988,0
9024,43.61999893,1.4500000480000002,462,0
9025,17.39999962,78.48000336,5108,1
9026,46.06000137,14.51000023,78,0
9027,40.41999817,-3.710000038,2674,3
9028,52.52000046,13.38000011,2452,5
9029,32.25,-111.0299988,357,0
9030,51.52999878,-0.079999998,336,0
9031,48.13999939,11.57999992,387,2
9032,33.77000046,-84.37999725,36,2
9033,59.33000183,18.06999969,793,2
9034,60.16999817,24.94000053,1169,0
9035,51.52999878,-0.119999997,84,5
9036,42.36999893,-71.08999634,972,0
9037,29.20000076,-82.08999634,162,2
9038,52.40000153,16.89999962,218,0
9039,33.88000107,-84.37000275,1125,0
9040,-33.93000031,18.45999908,1732,2
9041,35.66999817,139.7700043,1585,2
9042,51.52999878,-0.140000001,1466,2
9043,45.79999924,15.97000027,518,5
9044,-23.53000069,-46.63000107,588,0
9045,48.86000061,2.339999914,799,2
9046,53.33000183,-6.25,73,2
9047,41.81999969,-71.41000366,476,2
9048,42.0,-87.90000153,139,0
9049,42.59000015,-5.570000172,268,0
9050,38.72000122,-9.140000342999999,12,0
9051,39.47000122,-104.76999659999998,116,0
9052,40.75,-73.98999786,229,0
9053,-23.53000069,-46.63000107,302,0
9054,37.79000092,-122.4000015,484,0
9055,37.77000046,-122.4100037,1723,5
9056,37.43999863,-121.8899994,528,0
9057,48.86000061,2.339999914,375,0
9058,53.33000183,-6.25,3630,1
9059,51.52999878,-0.079999998,1133,0
9060,54.97999954,-1.610000014,81,0
9061,40.74000168,-73.98999786,204,1
9062,48.86000061,2.339999914,827,2
9063,50.11999893,8.680000305,157,0
9064,51.11000061,17.03000069,90,0
9065,28.54000092,-81.37000275,1715,2
9066,3.160000086,101.7099991,73,0
9067,48.47000122,-123.3300018,610,0
9068,50.83000183,4.329999924,3218,1
9069,55.68000031,12.56999969,3533,2
9070,53.33000183,-6.25,1352,1
9071,40.34000015,-76.80000305,226,0
9072,51.50999832,-0.079999998,11634,2
9073,28.67000008,77.20999908,1614,2
9074,1.299999952,103.8499985,557,0
9075,45.43000031,-75.62000275,795,4
9076,40.81000137,-73.94000244,1426,2
9077,-31.95999908,115.8399963,625,1
9078,41.40000153,2.170000076,274,0
9079,46.52000046,6.619999886,698,0
9080,39.11999893,-76.79000092,49,0
9081,-22.90999985,-43.20000076,29,2
9082,41.15000153,-8.619999886,518,0
9083,29.42000008,-98.48999786,718,2
9084,19.43000031,-99.13999939,1442,2
9085,49.29000092,-123.1200027,1101,0
9086,40.79000092,-111.9300003,797,1
9087,35.66999817,139.7700043,310,1
9088,37.77000046,-122.4100037,4769,2
9089,51.41999817,-0.209999993,365,0
9090,33.99000168,-117.3700027,184,2
9091,48.86000061,2.339999914,256,0
9092,34.09999847,-118.3300018,126,0
9093,40.75999832,-73.98999786,1118,1
9094,6.929999828,79.84999847,1132,0
9095,13.09000015,80.26999664,125,5
9096,10.31999969,123.9000015,585,2
9097,42.65000153,-73.75,47,0
9098,31.89999962,35.20000076,9,2
9099,-23.53000069,-46.63000107,511,2
9100,39.70000076,-105.0800018,1180,5
9101,43.47000122,-80.54000092,547,0
9102,43.65000153,-79.40000153,515,2
9103,1.299999952,103.8499985,2922,0
9104,-37.81000137,144.96000669999995,504,1
9105,47.38000107,8.539999962000001,51,0
9106,34.40000153,-118.5299988,223,0
9107,-33.86999893,151.21000669999995,491,0
9108,-41.27999878,174.77999880000004,33,0
9109,30.39999962,-97.75,210,0
9110,39.68999863,-75.12000275,396,0
9111,37.77000046,-122.4000015,2741,0
9112,52.25999832,21.02000046,254,0
9113,40.45000076,-79.98999786,289,4
9114,42.34999847,-83.05999756,374,0
9115,45.45999908,9.18999958,71,2
9116,40.45000076,-79.98999786,912,2
9117,43.65999985,-70.26000214,117,0
9118,39.86999893,-86.11000061,246,0
9119,33.63000107,-112.0500031,119,0
9120,50.29000092,-119.2799988,147,0
9121,49.25999832,-123.2300034,736,1
9122,25.02000046,121.4499969,407,0
9123,37.77000046,-122.4400024,1907,0
9124,35.95999908,-78.94000244,600,5
9125,52.36999893,4.889999866,597,0
9126,48.86000061,2.339999914,1707,0
9127,12.97000027,77.55999756,185,0
9128,37.54999924,-77.45999908,104,0
9129,46.77999878,23.59000015,488,2
9130,37.36999893,-122.0299988,2696,1
9131,32.06999969,34.77000046,1521,2
